Date,Price,Inflation,USD
2012-07-18,87355.47,9.3124,53.44
2012-07-19,87365.52,9.3124,53.44
2012-07-20,87032.64,9.3124,53.44
2012-07-23,87920.22,9.3124,53.44
2012-07-24,88923.23,9.3124,53.44
2012-07-25,89920.15,9.3124,53.44
2012-07-26,90211.57,9.3124,53.44
2012-07-27,89553.95,9.3124,53.44
2012-07-30,89752.76,9.3124,53.44
2012-07-31,90207.51,9.3124,53.44
2012-08-01,88720.49,9.3124,53.44
2012-08-02,89176.47,9.3124,53.44
2012-08-03,89319.49,9.3124,53.44
2012-08-06,89290.59,9.3124,53.44
2012-08-07,88854.70,9.3124,53.44
2012-08-08,89188.51,9.3124,53.44
2012-08-09,89349.87,9.3124,53.44
2012-08-10,89543.51,9.3124,53.44
2012-08-13,89918.95,9.3124,53.44
2012-08-14,89074.56,9.3124,53.44
2012-08-15,89297.56,9.3124,53.44
2012-08-16,89715.61,9.3124,53.44
2012-08-17,89901.19,9.3124,53.44
2012-08-20,89915.11,9.3124,53.44
2012-08-21,91025.02,9.3124,53.44
2012-08-22,91098.15,9.3124,53.44
2012-08-23,92055.02,9.3124,53.44
2012-08-24,92476.81,9.3124,53.44
2012-08-27,92810.20,9.3124,53.44
2012-08-28,92953.46,9.3124,53.44
2012-08-29,92337.50,9.3124,53.44
2012-08-30,92348.69,9.3124,53.44
2012-08-31,91697.81,9.3124,53.44
2012-09-03,93937.43,9.3124,53.44
2012-09-04,94429.55,9.3124,53.44
2012-09-05,94403.38,9.3124,53.44
2012-09-06,94805.21,9.3124,53.44
2012-09-07,95765.76,9.3124,53.44
2012-09-10,96065.37,9.3124,53.44
2012-09-11,96172.53,9.3124,53.44
2012-09-12,95891.06,9.3124,53.44
2012-09-13,96039.36,9.3124,53.44
2012-09-14,96613.82,9.3124,53.44
2012-09-17,95270.24,9.3124,53.44
2012-09-18,95650.31,9.3124,53.44
2012-09-19,95501.66,9.3124,53.44
2012-09-20,95495.33,9.3124,53.44
2012-09-21,95497.52,9.3124,53.44
2012-09-24,94311.37,9.3124,53.44
2012-09-25,94695.51,9.3124,53.44
2012-09-26,93387.73,9.3124,53.44
2012-09-27,93835.66,9.3124,53.44
2012-09-28,93675.11,9.3124,53.44
2012-10-01,94040.88,9.3124,53.44
2012-10-02,93435.69,9.3124,53.44
2012-10-03,92712.42,9.3124,53.44
2012-10-04,92929.10,9.3124,53.44
2012-10-05,92562.83,9.3124,53.44
2012-10-08,93055.52,9.3124,53.44
2012-10-09,93711.54,9.3124,53.44
2012-10-10,93584.01,9.3124,53.44
2012-10-11,93173.23,9.3124,53.44
2012-10-12,93434.56,9.3124,53.44
2012-10-15,92055.73,9.3124,53.44
2012-10-16,92503.37,9.3124,53.44
2012-10-17,92495.86,9.3124,53.44
2012-10-18,92596.88,9.3124,53.44
2012-10-19,93511.38,9.3124,53.44
2012-10-22,92510.63,9.3124,53.44
2012-10-23,92060.34,9.3124,53.44
2012-10-24,91818.22,9.3124,53.44
2012-10-25,92079.44,9.3124,53.44
2012-10-26,92106.28,9.3124,53.44
2012-10-29,92169.46,9.3124,53.44
2012-10-30,92408.39,9.3124,53.44
2012-10-31,92473.60,9.3124,53.44
2012-11-01,92265.59,9.3124,53.44
2012-11-02,90577.16,9.3124,53.44
2012-11-05,91843.33,9.3124,53.44
2012-11-06,92049.58,9.3124,53.44
2012-11-07,92734.97,9.3124,53.44
2012-11-08,93585.07,9.3124,53.44
2012-11-09,95177.86,9.3124,53.44
2012-11-12,95386.67,9.3124,53.44
2012-11-13,94891.94,9.3124,53.44
2012-11-14,94864.45,9.3124,53.44
2012-11-15,93690.89,9.3124,53.44
2012-11-16,94396.71,9.3124,53.44
2012-11-19,95289.96,9.3124,53.44
2012-11-20,95438.29,9.3124,53.44
2012-11-21,95018.24,9.3124,53.44
2012-11-22,95594.46,9.3124,53.44
2012-11-23,96412.17,9.3124,53.44
2012-11-26,97581.61,9.3124,53.44
2012-11-27,96960.52,9.3124,53.44
2012-11-28,94836.69,9.3124,53.44
2012-11-29,94749.92,9.3124,53.44
2012-11-30,93885.75,9.3124,53.44
2012-12-03,94040.98,9.3124,53.44
2012-12-04,92765.06,9.3124,53.44
2012-12-05,92450.04,9.3124,53.44
2012-12-06,91650.43,9.3124,53.44
2012-12-07,92689.20,9.3124,53.44
2012-12-10,93356.94,9.3124,53.44
2012-12-11,92844.45,9.3124,53.44
2012-12-12,93097.97,9.3124,53.44
2012-12-13,92144.84,9.3124,53.44
2012-12-14,92530.42,9.3124,53.44
2012-12-17,92910.13,9.3124,53.44
2012-12-18,93000.59,9.3124,53.44
2012-12-19,90908.98,9.3124,53.44
2012-12-20,90554.67,9.3124,53.44
2012-12-21,91005.90,9.3124,53.44
2012-12-24,90774.69,9.3124,53.44
2012-12-25,90774.69,9.3124,53.44
2012-12-26,90593.03,9.3124,53.44
2012-12-27,90977.98,9.3124,53.44
2012-12-28,90847.57,9.3124,53.44
2012-12-31,90814.41,9.3124,53.44
2013-01-01,90814.41,10.9076,56.57
2013-01-02,92173.87,10.9076,56.57
2013-01-03,91658.71,10.9076,56.57
2013-01-04,90829.50,10.9076,56.57
2013-01-07,90908.27,10.9076,56.57
2013-01-08,91195.91,10.9076,56.57
2013-01-09,90935.87,10.9076,56.57
2013-01-10,91563.86,10.9076,56.57
2013-01-11,90814.41,10.9076,56.57
2013-01-14,90753.41,10.9076,56.57
2013-01-15,91755.28,10.9076,56.57
2013-01-16,91808.19,10.9076,56.57
2013-01-17,90935.74,10.9076,56.57
2013-01-18,90866.61,10.9076,56.57
2013-01-21,90897.17,10.9076,56.57
2013-01-22,90974.24,10.9076,56.57
2013-01-23,90741.07,10.9076,56.57
2013-01-24,89724.33,10.9076,56.57
2013-01-25,89133.69,10.9076,56.57
2013-01-28,89293.63,10.9076,56.57
2013-01-29,89404.80,10.9076,56.57
2013-01-30,89570.09,10.9076,56.57
2013-01-31,88548.03,10.9076,56.57
2013-02-01,88774.09,10.9076,56.57
2013-02-04,88722.81,10.9076,56.57
2013-02-05,88904.69,10.9076,56.57
2013-02-06,89120.32,10.9076,56.57
2013-02-07,88879.36,10.9076,56.57
2013-02-08,89326.44,10.9076,56.57
2013-02-11,88811.51,10.9076,56.57
2013-02-12,88849.66,10.9076,56.57
2013-02-13,88476.31,10.9076,56.57
2013-02-14,88711.15,10.9076,56.57
2013-02-15,87335.58,10.9076,56.57
2013-02-18,87423.45,10.9076,56.57
2013-02-19,87260.62,10.9076,56.57
2013-02-20,85914.01,10.9076,56.57
2013-02-21,85938.61,10.9076,56.57
2013-02-22,85446.30,10.9076,56.57
2013-02-25,85483.01,10.9076,56.57
2013-02-26,86133.53,10.9076,56.57
2013-02-27,86432.96,10.9076,56.57
2013-02-28,86422.34,10.9076,56.57
2013-03-01,86873.43,10.9076,56.57
2013-03-04,86386.97,10.9076,56.57
2013-03-05,86641.37,10.9076,56.57
2013-03-06,86223.72,10.9076,56.57
2013-03-07,86138.01,10.9076,56.57
2013-03-08,85912.73,10.9076,56.57
2013-03-11,85913.37,10.9076,56.57
2013-03-12,86586.07,10.9076,56.57
2013-03-13,86351.89,10.9076,56.57
2013-03-14,86135.66,10.9076,56.57
2013-03-15,86228.79,10.9076,56.57
2013-03-18,86931.25,10.9076,56.57
2013-03-19,87648.95,10.9076,56.57
2013-03-20,87327.43,10.9076,56.57
2013-03-21,87618.55,10.9076,56.57
2013-03-22,87357.08,10.9076,56.57
2013-03-25,86651.36,10.9076,56.57
2013-03-26,86899.22,10.9076,56.57
2013-03-27,87171.12,10.9076,56.57
2013-03-28,86864.87,10.9076,56.57
2013-03-29,86864.87,10.9076,56.57
2013-04-01,86864.87,10.9076,56.57
2013-04-02,85960.28,10.9076,56.57
2013-04-03,85721.51,10.9076,56.57
2013-04-04,84817.77,10.9076,56.57
2013-04-05,85981.27,10.9076,56.57
2013-04-08,85924.11,10.9076,56.57
2013-04-09,86165.15,10.9076,56.57
2013-04-10,85906.40,10.9076,56.57
2013-04-11,85360.96,10.9076,56.57
2013-04-12,83792.22,10.9076,56.57
2013-04-15,76201.88,10.9076,56.57
2013-04-16,74830.49,10.9076,56.57
2013-04-17,75390.70,10.9076,56.57
2013-04-18,75367.03,10.9076,56.57
2013-04-19,76002.41,10.9076,56.57
2013-04-22,77186.53,10.9076,56.57
2013-04-23,76561.74,10.9076,56.57
2013-04-24,77676.45,10.9076,56.57
2013-04-25,78629.67,10.9076,56.57
2013-04-26,80042.23,10.9076,56.57
2013-04-29,79626.54,10.9076,56.57
2013-04-30,79142.38,10.9076,56.57
2013-05-01,78374.66,10.9076,56.57
2013-05-02,79126.45,10.9076,56.57
2013-05-03,79280.72,10.9076,56.57
2013-05-06,79670.07,10.9076,56.57
2013-05-07,78126.68,10.9076,56.57
2013-05-08,79459.15,10.9076,56.57
2013-05-09,79474.06,10.9076,56.57
2013-05-10,78008.15,10.9076,56.57
2013-05-13,78405.08,10.9076,56.57
2013-05-14,78547.98,10.9076,56.57
2013-05-15,77380.79,10.9076,56.57
2013-05-16,75685.69,10.9076,56.57
2013-05-17,75110.16,10.9076,56.57
2013-05-20,74653.49,10.9076,56.57
2013-05-21,75229.05,10.9076,56.57
2013-05-22,78258.02,10.9076,56.57
2013-05-23,76811.02,10.9076,56.57
2013-05-24,77304.85,10.9076,56.57
2013-05-27,77242.29,10.9076,56.57
2013-05-28,76980.75,10.9076,56.57
2013-05-29,77675.76,10.9076,56.57
2013-05-30,79502.30,10.9076,56.57
2013-05-31,78768.31,10.9076,56.57
2013-06-03,79661.98,10.9076,56.57
2013-06-04,78994.77,10.9076,56.57
2013-06-05,79708.58,10.9076,56.57
2013-06-06,79646.00,10.9076,56.57
2013-06-07,79105.95,10.9076,56.57
2013-06-10,80103.99,10.9076,56.57
2013-06-11,80386.75,10.9076,56.57
2013-06-12,79881.45,10.9076,56.57
2013-06-13,80385.39,10.9076,56.57
2013-06-14,80073.38,10.9076,56.57
2013-06-17,80017.76,10.9076,56.57
2013-06-18,80317.06,10.9076,56.57
2013-06-19,80635.32,10.9076,56.57
2013-06-20,77226.88,10.9076,56.57
2013-06-21,76646.40,10.9076,56.57
2013-06-24,76918.69,10.9076,56.57
2013-06-25,76343.49,10.9076,56.57
2013-06-26,74873.47,10.9076,56.57
2013-06-27,74291.68,10.9076,56.57
2013-06-28,70834.59,10.9076,56.57
2013-07-01,73858.18,10.9076,56.57
2013-07-02,74739.79,10.9076,56.57
2013-07-03,75334.36,10.9076,56.57
2013-07-04,75248.94,10.9076,56.57
2013-07-05,73244.02,10.9076,56.57
2013-07-08,75183.48,10.9076,56.57
2013-07-09,75738.03,10.9076,56.57
2013-07-10,75334.87,10.9076,56.57
2013-07-11,76823.71,10.9076,56.57
2013-07-12,76689.00,10.9076,56.57
2013-07-15,76898.71,10.9076,56.57
2013-07-16,76476.17,10.9076,56.57
2013-07-17,77173.39,10.9076,56.57
2013-07-18,76488.11,10.9076,56.57
2013-07-19,77272.04,10.9076,56.57
2013-07-22,79042.74,10.9076,56.57
2013-07-23,79696.63,10.9076,56.57
2013-07-24,78885.15,10.9076,56.57
2013-07-25,78393.11,10.9076,56.57
2013-07-26,78502.37,10.9076,56.57
2013-07-29,78943.92,10.9076,56.57
2013-07-30,79928.98,10.9076,56.57
2013-07-31,79928.16,10.9076,56.57
2013-08-01,79248.47,10.9076,56.57
2013-08-02,79746.40,10.9076,56.57
2013-08-05,79426.66,10.9076,56.57
2013-08-06,78683.52,10.9076,56.57
2013-08-07,78495.40,10.9076,56.57
2013-08-08,79017.97,10.9076,56.57
2013-08-09,79672.27,10.9076,56.57
2013-08-12,81995.43,10.9076,56.57
2013-08-13,81151.41,10.9076,56.57
2013-08-14,81480.25,10.9076,56.57
2013-08-15,81679.88,10.9076,56.57
2013-08-16,84496.41,10.9076,56.57
2013-08-19,85919.91,10.9076,56.57
2013-08-20,87229.23,10.9076,56.57
2013-08-21,87627.26,10.9076,56.57
2013-08-22,89049.86,10.9076,56.57
2013-08-23,88173.77,10.9076,56.57
2013-08-26,88828.07,10.9076,56.57
2013-08-27,93620.82,10.9076,56.57
2013-08-28,96731.81,10.9076,56.57
2013-08-29,94023.61,10.9076,56.57
2013-08-30,92151.12,10.9076,56.57
2013-09-02,92034.68,10.9076,56.57
2013-09-03,95124.00,10.9076,56.57
2013-09-04,93053.54,10.9076,56.57
2013-09-05,91638.52,10.9076,56.57
2013-09-06,90578.02,10.9076,56.57
2013-09-09,90773.94,10.9076,56.57
2013-09-10,86870.26,10.9076,56.57
2013-09-11,86332.18,10.9076,56.57
2013-09-12,84553.76,10.9076,56.57
2013-09-13,83582.99,10.9076,56.57
2013-09-16,83193.53,10.9076,56.57
2013-09-17,82973.56,10.9076,56.57
2013-09-18,82307.76,10.9076,56.57
2013-09-19,84572.24,10.9076,56.57
2013-09-20,84105.49,10.9076,56.57
2013-09-23,82680.88,10.9076,56.57
2013-09-24,82449.45,10.9076,56.57
2013-09-25,82480.07,10.9076,56.57
2013-09-26,82732.63,10.9076,56.57
2013-09-27,83752.14,10.9076,56.57
2013-09-30,83045.53,10.9076,56.57
2013-10-01,80587.97,10.9076,56.57
2013-10-02,81555.72,10.9076,56.57
2013-10-03,81282.74,10.9076,56.57
2013-10-04,80798.46,10.9076,56.57
2013-10-07,81851.84,10.9076,56.57
2013-10-08,82249.50,10.9076,56.57
2013-10-09,80730.62,10.9076,56.57
2013-10-10,79974.61,10.9076,56.57
2013-10-11,77366.34,10.9076,56.57
2013-10-14,79026.10,10.9076,56.57
2013-10-15,78596.29,10.9076,56.57
2013-10-16,78781.88,10.9076,56.57
2013-10-17,80850.22,10.9076,56.57
2013-10-18,80629.04,10.9076,56.57
2013-10-21,81026.25,10.9076,56.57
2013-10-22,82192.76,10.9076,56.57
2013-10-23,82004.99,10.9076,56.57
2013-10-24,82591.18,10.9076,56.57
2013-10-25,83014.64,10.9076,56.57
2013-10-28,83708.29,10.9076,56.57
2013-10-29,82830.46,10.9076,56.57
2013-10-30,83039.40,10.9076,56.57
2013-10-31,81366.40,10.9076,56.57
2013-11-01,80815.94,10.9076,56.57
2013-11-04,81666.30,10.9076,56.57
2013-11-05,80621.36,10.9076,56.57
2013-11-06,82200.07,10.9076,56.57
2013-11-07,81820.77,10.9076,56.57
2013-11-08,80639.41,10.9076,56.57
2013-11-11,81150.18,10.9076,56.57
2013-11-12,81535.54,10.9076,56.57
2013-11-13,80784.64,10.9076,56.57
2013-11-14,81352.35,10.9076,56.57
2013-11-15,81431.43,10.9076,56.57
2013-11-18,80148.15,10.9076,56.57
2013-11-19,79469.65,10.9076,56.57
2013-11-20,78619.06,10.9076,56.57
2013-11-21,78000.65,10.9076,56.57
2013-11-22,78376.66,10.9076,56.57
2013-11-25,77643.99,10.9076,56.57
2013-11-26,77920.10,10.9076,56.57
2013-11-27,77496.25,10.9076,56.57
2013-11-28,77719.19,10.9076,56.57
2013-11-29,78299.96,10.9076,56.57
2013-12-02,76548.66,10.9076,56.57
2013-12-03,75904.66,10.9076,56.57
2013-12-04,76319.80,10.9076,56.57
2013-12-05,75526.05,10.9076,56.57
2013-12-06,75992.86,10.9076,56.57
2013-12-09,75583.78,10.9076,56.57
2013-12-10,77361.53,10.9076,56.57
2013-12-11,77258.76,10.9076,56.57
2013-12-12,75616.30,10.9076,56.57
2013-12-13,76587.27,10.9076,56.57
2013-12-16,76449.54,10.9076,56.57
2013-12-17,76331.53,10.9076,56.57
2013-12-18,76297.14,10.9076,56.57
2013-12-19,74313.45,10.9076,56.57
2013-12-20,74272.83,10.9076,56.57
2013-12-23,74308.01,10.9076,56.57
2013-12-24,74248.06,10.9076,56.57
2013-12-25,74248.06,10.9076,56.57
2013-12-26,74421.92,10.9076,56.57
2013-12-27,75207.90,10.9076,56.57
2013-12-30,74624.78,10.9076,56.57
2013-12-31,74504.34,10.9076,56.57
2014-01-01,74504.34,6.3532,62.33
2014-01-02,76201.11,6.3532,62.33
2014-01-03,76795.15,6.3532,62.33
2014-01-06,77697.44,6.3532,62.33
2014-01-07,76497.79,6.3532,62.33
2014-01-08,75909.57,6.3532,62.33
2014-01-09,76091.67,6.3532,62.33
2014-01-10,77075.06,6.3532,62.33
2014-01-13,76845.60,6.3532,62.33
2014-01-14,77061.11,6.3532,62.33
2014-01-15,76081.97,6.3532,62.33
2014-01-16,76426.74,6.3532,62.33
2014-01-17,76843.74,6.3532,62.33
2014-01-20,77341.64,6.3532,62.33
2014-01-21,76582.66,6.3532,62.33
2014-01-22,76749.63,6.3532,62.33
2014-01-23,78255.47,6.3532,62.33
2014-01-24,79174.82,6.3532,62.33
2014-01-27,79714.01,6.3532,62.33
2014-01-28,78397.07,6.3532,62.33
2014-01-29,78949.43,6.3532,62.33
2014-01-30,77873.67,6.3532,62.33
2014-01-31,78381.40,6.3532,62.33
2014-02-03,79117.92,6.3532,62.33
2014-02-04,78287.52,6.3532,62.33
2014-02-05,78450.14,6.3532,62.33
2014-02-06,78559.51,6.3532,62.33
2014-02-07,78526.81,6.3532,62.33
2014-02-10,79633.70,6.3532,62.33
2014-02-11,79830.13,6.3532,62.33
2014-02-12,80077.94,6.3532,62.33
2014-02-13,80825.03,6.3532,62.33
2014-02-14,81958.80,6.3532,62.33
2014-02-17,82218.71,6.3532,62.33
2014-02-18,82186.96,6.3532,62.33
2014-02-19,82171.40,6.3532,62.33
2014-02-20,81943.13,6.3532,62.33
2014-02-21,82140.74,6.3532,62.33
2014-02-24,82814.56,6.3532,62.33
2014-02-25,82997.90,6.3532,62.33
2014-02-26,82588.48,6.3532,62.33
2014-02-27,82619.48,6.3532,62.33
2014-02-28,82216.46,6.3532,62.33
2014-03-03,83709.48,6.3532,62.33
2014-03-04,82681.08,6.3532,62.33
2014-03-05,82486.20,6.3532,62.33
2014-03-06,82396.56,6.3532,62.33
2014-03-07,81577.08,6.3532,62.33
2014-03-10,81816.00,6.3532,62.33
2014-03-11,82006.81,6.3532,62.33
2014-03-12,83554.80,6.3532,62.33
2014-03-13,83685.37,6.3532,62.33
2014-03-14,84713.52,6.3532,62.33
2014-03-17,84315.94,6.3532,62.33
2014-03-18,82817.67,6.3532,62.33
2014-03-19,81624.68,6.3532,62.33
2014-03-20,81285.37,6.3532,62.33
2014-03-21,81549.43,6.3532,62.33
2014-03-24,79700.14,6.3532,62.33
2014-03-25,79440.47,6.3532,62.33
2014-03-26,78409.51,6.3532,62.33
2014-03-27,78038.64,6.3532,62.33
2014-03-28,77325.69,6.3532,62.33
2014-03-31,77146.52,6.3532,62.33
2014-04-01,76668.74,6.3532,62.33
2014-04-02,77268.05,6.3532,62.33
2014-04-03,77290.37,6.3532,62.33
2014-04-04,78074.99,6.3532,62.33
2014-04-07,78066.64,6.3532,62.33
2014-04-08,78697.66,6.3532,62.33
2014-04-09,78254.69,6.3532,62.33
2014-04-10,79388.45,6.3532,62.33
2014-04-11,79389.71,6.3532,62.33
2014-04-14,79856.53,6.3532,62.33
2014-04-15,78191.51,6.3532,62.33
2014-04-16,78552.03,6.3532,62.33
2014-04-17,78453.09,6.3532,62.33
2014-04-18,78453.09,6.3532,62.33
2014-04-21,78557.01,6.3532,62.33
2014-04-22,78343.77,6.3532,62.33
2014-04-23,78470.93,6.3532,62.33
2014-04-24,78852.52,6.3532,62.33
2014-04-25,78927.32,6.3532,62.33
2014-04-28,78660.94,6.3532,62.33
2014-04-29,78413.28,6.3532,62.33
2014-04-30,77715.86,6.3532,62.33
2014-05-01,77112.71,6.3532,62.33
2014-05-02,77144.05,6.3532,62.33
2014-05-05,77105.62,6.3532,62.33
2014-05-06,78469.70,6.3532,62.33
2014-05-07,77837.76,6.3532,62.33
2014-05-08,77226.42,6.3532,62.33
2014-05-09,77468.54,6.3532,62.33
2014-05-12,77749.66,6.3532,62.33
2014-05-13,77504.77,6.3532,62.33
2014-05-14,78027.84,6.3532,62.33
2014-05-15,76829.34,6.3532,62.33
2014-05-16,76237.24,6.3532,62.33
2014-05-19,76147.45,6.3532,62.33
2014-05-20,76123.57,6.3532,62.33
2014-05-21,75658.11,6.3532,62.33
2014-05-22,75968.73,6.3532,62.33
2014-05-23,75368.71,6.3532,62.33
2014-05-26,75914.37,6.3532,62.33
2014-05-27,75286.38,6.3532,62.33
2014-05-28,74388.56,6.3532,62.33
2014-05-29,74063.82,6.3532,62.33
2014-05-30,73892.04,6.3532,62.33
2014-06-02,73706.22,6.3532,62.33
2014-06-03,73766.53,6.3532,62.33
2014-06-04,73899.34,6.3532,62.33
2014-06-05,74285.77,6.3532,62.33
2014-06-06,73810.19,6.3532,62.33
2014-06-09,74150.79,6.3532,62.33
2014-06-10,74669.44,6.3532,62.33
2014-06-11,74817.66,6.3532,62.33
2014-06-12,75027.32,6.3532,62.33
2014-06-13,76029.91,6.3532,62.33
2014-06-16,76654.77,6.3532,62.33
2014-06-17,76208.44,6.3532,62.33
2014-06-18,76686.54,6.3532,62.33
2014-06-19,77728.68,6.3532,62.33
2014-06-20,78953.44,6.3532,62.33
2014-06-23,79066.12,6.3532,62.33
2014-06-24,79241.84,6.3532,62.33
2014-06-25,79235.42,6.3532,62.33
2014-06-26,78911.58,6.3532,62.33
2014-06-27,79161.98,6.3532,62.33
2014-06-30,79090.66,6.3532,62.33
2014-07-01,79762.83,6.3532,62.33
2014-07-02,79152.25,6.3532,62.33
2014-07-03,78819.43,6.3532,62.33
2014-07-04,78904.34,6.3532,62.33
2014-07-07,78817.75,6.3532,62.33
2014-07-08,79141.85,6.3532,62.33
2014-07-09,79080.59,6.3532,62.33
2014-07-10,80388.19,6.3532,62.33
2014-07-11,80186.76,6.3532,62.33
2014-07-14,78533.03,6.3532,62.33
2014-07-15,78776.84,6.3532,62.33
2014-07-16,78261.65,6.3532,62.33
2014-07-17,78319.31,6.3532,62.33
2014-07-18,78859.85,6.3532,62.33
2014-07-21,79096.56,6.3532,62.33
2014-07-22,78949.10,6.3532,62.33
2014-07-23,78596.08,6.3532,62.33
2014-07-24,77687.79,6.3532,62.33
2014-07-25,77833.88,6.3532,62.33
2014-07-28,78444.47,6.3532,62.33
2014-07-29,78128.77,6.3532,62.33
2014-07-30,77780.02,6.3532,62.33
2014-07-31,77786.53,6.3532,62.33
2014-08-01,78856.63,6.3532,62.33
2014-08-04,78714.04,6.3532,62.33
2014-08-05,78125.64,6.3532,62.33
2014-08-06,80277.88,6.3532,62.33
2014-08-07,79992.23,6.3532,62.33
2014-08-08,80254.92,6.3532,62.33
2014-08-11,79971.00,6.3532,62.33
2014-08-12,80405.46,6.3532,62.33
2014-08-13,80366.55,6.3532,62.33
2014-08-14,79880.49,6.3532,62.33
2014-08-15,78816.22,6.3532,62.33
2014-08-18,78861.83,6.3532,62.33
2014-08-19,78710.50,6.3532,62.33
2014-08-20,78509.38,6.3532,62.33
2014-08-21,77394.91,6.3532,62.33
2014-08-22,77305.55,6.3532,62.33
2014-08-25,77334.28,6.3532,62.33
2014-08-26,77783.69,6.3532,62.33
2014-08-27,77553.45,6.3532,62.33
2014-08-28,78398.55,6.3532,62.33
2014-08-29,78019.30,6.3532,62.33
2014-09-01,77839.67,6.3532,62.33
2014-09-02,76837.20,6.3532,62.33
2014-09-03,76531.10,6.3532,62.33
2014-09-04,76874.88,6.3532,62.33
2014-09-05,76477.46,6.3532,62.33
2014-09-08,75879.92,6.3532,62.33
2014-09-09,76041.93,6.3532,62.33
2014-09-10,76185.89,6.3532,62.33
2014-09-11,75536.26,6.3532,62.33
2014-09-12,74773.60,6.3532,62.33
2014-09-15,75406.49,6.3532,62.33
2014-09-16,75284.30,6.3532,62.33
2014-09-17,75280.13,6.3532,62.33
2014-09-18,74310.14,6.3532,62.33
2014-09-19,74237.02,6.3532,62.33
2014-09-22,73823.26,6.3532,62.33
2014-09-23,74535.88,6.3532,62.33
2014-09-24,74185.29,6.3532,62.33
2014-09-25,74503.00,6.3532,62.33
2014-09-26,74239.01,6.3532,62.33
2014-09-29,74993.15,6.3532,62.33
2014-09-30,75131.03,6.3532,62.33
2014-10-01,74966.81,6.3532,62.33
2014-10-02,74674.09,6.3532,62.33
2014-10-03,73641.88,6.3532,62.33
2014-10-06,73688.09,6.3532,62.33
2014-10-07,74394.29,6.3532,62.33
2014-10-08,74697.92,6.3532,62.33
2014-10-09,74860.88,6.3532,62.33
2014-10-10,74706.40,6.3532,62.33
2014-10-13,75202.49,6.3532,62.33
2014-10-14,75795.12,6.3532,62.33
2014-10-15,75963.93,6.3532,62.33
2014-10-16,76530.07,6.3532,62.33
2014-10-17,75844.66,6.3532,62.33
2014-10-20,76337.63,6.3532,62.33
2014-10-21,76699.70,6.3532,62.33
2014-10-22,76129.93,6.3532,62.33
2014-10-23,75456.62,6.3532,62.33
2014-10-24,75456.62,6.3532,62.33
2014-10-27,75371.52,6.3532,62.33
2014-10-28,75383.75,6.3532,62.33
2014-10-29,75025.01,6.3532,62.33
2014-10-30,73880.93,6.3532,62.33
2014-10-31,71484.94,6.3532,62.33
2014-11-03,71718.82,6.3532,62.33
2014-11-04,71642.05,6.3532,62.33
2014-11-05,70164.47,6.3532,62.33
2014-11-06,70348.79,6.3532,62.33
2014-11-07,71157.60,6.3532,62.33
2014-11-10,71431.03,6.3532,62.33
2014-11-11,71249.07,6.3532,62.33
2014-11-12,71613.84,6.3532,62.33
2014-11-13,71511.51,6.3532,62.33
2014-11-14,72204.73,6.3532,62.33
2014-11-17,73014.94,6.3532,62.33
2014-11-18,73643.36,6.3532,62.33
2014-11-19,74098.16,6.3532,62.33
2014-11-20,73736.86,6.3532,62.33
2014-11-21,74391.74,6.3532,62.33
2014-11-24,74183.62,6.3532,62.33
2014-11-25,74206.11,6.3532,62.33
2014-11-26,74098.29,6.3532,62.33
2014-11-27,73934.11,6.3532,62.33
2014-11-28,73395.54,6.3532,62.33
2014-12-01,74122.01,6.3532,62.33
2014-12-02,73988.42,6.3532,62.33
2014-12-03,74519.81,6.3532,62.33
2014-12-04,74855.23,6.3532,62.33
2014-12-05,73866.80,6.3532,62.33
2014-12-08,73816.88,6.3532,62.33
2014-12-09,75951.29,6.3532,62.33
2014-12-10,76247.15,6.3532,62.33
2014-12-11,75808.85,6.3532,62.33
2014-12-12,75813.01,6.3532,62.33
2014-12-15,76073.90,6.3532,62.33
2014-12-16,76322.66,6.3532,62.33
2014-12-17,76021.30,6.3532,62.33
2014-12-18,75734.83,6.3532,62.33
2014-12-19,75657.20,6.3532,62.33
2014-12-22,75605.53,6.3532,62.33
2014-12-23,74419.09,6.3532,62.33
2014-12-24,74701.26,6.3532,62.33
2014-12-25,74701.26,6.3532,62.33
2014-12-26,74830.60,6.3532,62.33
2014-12-29,75520.78,6.3532,62.33
2014-12-30,76442.30,6.3532,62.33
2014-12-31,76125.73,6.3532,62.33
2015-01-01,76125.73,5.8724,62.97
2015-01-02,74187.59,5.8724,62.97
2015-01-05,76013.98,5.8724,62.97
2015-01-06,76996.10,5.8724,62.97
2015-01-07,76570.16,5.8724,62.97
2015-01-08,76260.46,5.8724,62.97
2015-01-09,75969.33,5.8724,62.97
2015-01-12,76331.21,5.8724,62.97
2015-01-13,76519.25,5.8724,62.97
2015-01-14,76786.11,5.8724,62.97
2015-01-15,78051.70,5.8724,62.97
2015-01-16,79211.37,5.8724,62.97
2015-01-19,78647.69,5.8724,62.97
2015-01-20,79535.20,5.8724,62.97
2015-01-21,79698.99,5.8724,62.97
2015-01-22,79915.37,5.8724,62.97
2015-01-23,79672.43,5.8724,62.97
2015-01-26,78841.70,5.8724,62.97
2015-01-27,79133.22,5.8724,62.97
2015-01-28,79002.69,5.8724,62.97
2015-01-29,78427.77,5.8724,62.97
2015-01-30,78053.58,5.8724,62.97
2015-02-02,78723.20,5.8724,62.97
2015-02-03,78018.44,5.8724,62.97
2015-02-04,78412.31,5.8724,62.97
